prompt,completion
Given chess position: 1n2kbnr/r3p2p/Q1q1bp2/2p3P1/3pP1P1/P1P4P/1P1PN1B1/RNBK3R b k - 0 14. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1k1nr/ppp1b1pp/2n5/2Ppppq1/4P3/2N3PP/PP1P1P2/R1BQKBNR w KQkq d6 0 7. What special moves are available? Answer:,"castling, en passant"
Given chess position: rnb2knr/p2p1p1p/q5p1/1Pp5/8/1P2PPb1/2PBK1PP/1RNQ1BNR b - - 4 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: r2qkb1r/1Bpb1pp1/2np1n2/p3p2p/2P2PPP/N7/PPQPP3/R1B1K1NR w kq - 0 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn1qkbnr/p1p1pppQ/1p2b3/3p4/P3P3/2P5/1P1P1PPP/RNB1KBNR w KQkq - 0 6. What special moves are available? Answer:,castling
Given chess position: rnbqkbnr/2p1p2p/1p1p4/p5p1/P1P2p2/1PN3PP/R2PPP2/2BQKBNR w Kkq - 0 8. What special moves are available? Answer:,castling
Given chess position: r1b2bnr/p1p1pq2/np2k2p/3p1p2/1PPP2p1/P1N3PN/2Q1PP1P/R1B1KB1R b KQ - 1 13. What special moves are available? Answer:,castling
Given chess position: r1bqkbnr/2p2p1p/n3p3/pp4p1/1PPp2PP/N4P1B/P2PP3/R1BQ1KNR w kq - 0 9. What special moves are available? Answer:,castling
Given chess position: r1b1k1nr/pppp2p1/1Qn5/4ppqp/1b1P4/1PN4P/P1P1PPP1/R1B1KBNR b KQkq - 2 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqk2r/pp1p1p1p/2pp1np1/8/8/1P3PPN/PBPKP1BP/2RQ3R b q - 1 11. Is the move b7b5 legal? Answer:,legal
Given chess position: rn1qkb2/pbpp3r/5n2/2p1ppBp/1PP1P3/P2P2P1/R4P2/1N1QK1NR w Kq - 0 14. What special moves are available? Answer:,castling
Given chess position: 1rbnkb1r/pp1pq2p/3pp1p1/5n2/1P6/2N5/P1PPPPPP/1RBQKB1R w Kk - 2 10. Is the move c3d5 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkb1r/2pp1p1p/pp3np1/4p3/7P/N4PP1/PPPPPKB1/1RBQ2NR w - - 6 10. Is the move b1a1 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1q1bkr/p1ppp1p1/b7/3nNp1p/2pPP3/4B2P/PPP2PP1/RNQ2K1R w - - 4 12. What special moves are available? Answer:,none
Given chess position: rn2qb2/p2bkp2/1ppppnpr/1P5p/P2PPB1P/2P2N2/3Q1PP1/RN2KB1R b KQ - 0 13. What special moves are available? Answer:,"castling, en passant"
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn2n2r/pp1kbp2/2pp3p/3bQ3/2Pp1PP1/N3P2N/Pq5P/3RKB1R w K - 0 16. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqkb1r/1pnp2pp/7n/p1p1pp2/P1PP1P2/1P1QB3/4P1PP/RN2KBNR w KQkq - 2 11. Is the move h2h3 legal? Answer:,legal
Given chess position: rn2kbnr/3ppppp/bqp5/pp6/P1P4P/1P3P2/2QPP1P1/RNB1KBNR b kq - 0 9. What special moves are available? Answer:,"castling, en passant"
Given chess position: rnb4r/pp3kBp/3bp2n/2pp1pp1/2Nq2P1/PP1P1P1B/2P1P2P/1R2K1NR b K - 1 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn1qkbnr/pp2ppp1/8/2pp3p/6b1/2PPPNPB/PP1K1P1P/RNBQ3R b kq - 0 7. What special moves are available? Answer:,castling
Given chess position: rnb1k1nr/p1q1b1p1/3pp2p/1pp2p2/1P3PPP/B1N5/PRPPP3/1Q1K1BNR b kq - 1 13. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1k1nr/p1p3pp/5p2/1p6/1bP2NPP/N2q1K2/PB1PP3/R2Q1B1R w kq - 4 16. Is the move e2e3 legal? Answer:,legal
Given chess position: r1bq2nr/2ppkpp1/2n5/Qp2p2p/P6P/b2P1N2/1PP1PPP1/RNB1KBR1 w Q - 1 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbq1bnr/pp2ppp1/2p1k2p/3p4/P1B2P2/4P1PP/1PPP4/RNBQK1NR b KQ - 1 6. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1kb1r/p2ppnp1/2p2p2/1N5p/4PPPP/8/PPPPN1R1/R1BQKB2 b Qkq - 1 10. Is the move c8b7 legal? Answer:,legal
Given chess position: r1bqkbnr/1pp1p1p1/p6p/3p1pB1/2PP3P/N2n1P2/PP2P1P1/R1QK1BNR b kq - 3 8. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2bqk1nr/rp1p3Q/2nb4/pNpPp3/P4N2/1P3P1p/2PKP1PR/R1B2B2 w - - 2 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bq1k1r/3p2bn/1pn4p/p1p1p3/2P1PPP1/1P5B/P2PK2P/RNBQ2R1 b - - 0 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkb1r/1p6/5ppn/p1ppp3/1P3Bp1/P2P1N2/2PKPP1P/RNQ2B1R w kq - 0 12. What special moves are available? Answer:,castling
Given chess position: r1bq2nr/p1p1kp2/1p2p1Q1/2np2p1/3P1P2/bP4PN/P1P1PK1P/RNB2BR1 b - - 1 11. What special moves are available? Answer:,none
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bqkr2/p1pp1ppp/2n1p2n/8/1Pp1Nb2/P1NP1P2/4P1PP/R1BQKB1R b KQq - 0 9. Is the move c6b8 legal? Answer:,legal
Given chess position: rnb1k2r/1ppp2qp/5ppn/p2Pp3/1bP1P2P/P4P2/1PQB2P1/RN2KBNR b KQkq - 0 10. What special moves are available? Answer:,"castling, en passant"
Given chess position: 1rq1kbBr/pbp1p3/2n2npp/1p1p1p2/8/2N1PPP1/PPPPN2P/R1BQ1R1K b k - 1 14. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn2k2r/ppp2pp1/2p2q2/4pb1p/2P1PB2/3Pn1PP/PbNK1PB1/R5NR w kq - 4 14. What special moves are available? Answer:,castling
Given chess position: 2bqkb1r/r3pp1p/6pn/pPpp4/1P1n2P1/R3PP2/2PP1KBP/1NBQ2NR b k - 1 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1b2bnr/p1p1pk1p/1p3Qp1/8/2p4P/2N2N1q/PP1PPPB1/R1B1K2R b KQ - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1n1qk1n1/r4ppr/p2p3P/1pp1p1bQ/4P3/1PP4b/P2PNP1P/1RB1KB1R b K - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqkb2/pp1ppppr/n1p2n2/5P1p/2P4P/P6N/1P1PP1P1/RNBQKB1R b KQq - 2 6. What special moves are available? Answer:,castling
Given chess position: 1rb1kbnr/1p1p1pp1/B3p2p/p1p5/7P/Q3P1P1/P1PPKP2/RNB3NR w k - 0 15. Is the move e2f3 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkb1r/1ppppp2/p6p/6pn/4P2P/2PB4/PPQP1PPR/RNB1K1N1 b Qkq - 1 6. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 1rbq1bnr/1pp1p1p1/4kpQ1/p2pn2p/3P3P/N3P1P1/PPP2P1R/R1B1KBN1 w Q - 1 12. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn1q2nr/p1p1kpbp/6p1/1p1ppb2/1P1P2P1/P1N1B3/R1P1PP1P/4KBNR w K - 0 10. What special moves are available? Answer:,castling
Given chess position: r1bqkbr1/p1npp1p1/1p6/6pp/1B2P1nP/2PB4/P2P1P1R/RNQ1K1N1 b Qq - 2 15. What special moves are available? Answer:,castling
Given chess position: r1bnk1nr/pppp1pp1/8/2P1pP1p/Pb3qP1/1QN2N2/1P1PP2P/R1B1KB1R b KQkq - 0 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnB2bnr/p1q4p/3k2p1/2pPpp2/P3PP2/1Q6/1P1PN1bP/RNBK3R b - - 0 13. What special moves are available? Answer:,en passant
Given chess position: r1bqkb2/2pN4/2n1p1r1/pp3ppp/1P3Pn1/7N/PBPPP1PP/1RQ1KB1R w Kq - 1 13. What special moves are available? Answer:,castling
Given chess position: Bnb1kbr1/2p1qp2/p2p2pp/2P1p3/1P6/P5PN/1Q1PPn1P/RNB1K1R1 b Q - 1 12. What special moves are available? Answer:,castling
Given chess position: r1q1kbnr/pp2pp1p/n5pP/1b6/2pPpP2/PP5N/2PK2P1/RNBQ1B1R w kq - 0 11. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn2k2r/pbp2p1p/1p6/1q1Pp1p1/2P2P2/b4NP1/1P1PK1P1/R1BQ1B1R b kq - 0 12. What special moves are available? Answer:,"castling, en passant"
Given chess position: rn1qkbnr/1p2ppp1/p7/1Ppp1b1p/7P/P3PNP1/2PP1P2/RNBQKB1R b KQkq - 0 7. Is the move f7f6 legal? Answer:,legal
Given chess position: rnbk1b2/5ppr/ppnpp2p/2p5/2N5/3PPP2/PqPK2PP/RNBQ1BR1 w - - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1kbnr/1q3p2/B2pp3/2p2Ppp/1p1N2P1/1P2P3/P1PP3P/RNBQKR2 b Qkq - 2 13. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1kbnr/2qppp2/2p4p/pp4P1/2P1N1P1/8/PP1PP2P/R1BQKBNR b KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r2qk1nr/3ppp1p/2n3pb/p1p5/PpP2P2/N2Q2Pb/1P1PN2P/R1B1KB1R w KQkq - 3 12. What special moves are available? Answer:,castling
Given chess position: 1nbqk3/rp1pp2Q/p4n2/2p4p/3P1b2/P7/1PP1KPPP/R2N1BNR b - - 1 13. What special moves are available? Answer:,none
Given chess position: r1bqkb1r/ppppp3/nQ5n/5ppp/2P1PP2/8/PP1P2PP/RNB1KBNR b KQkq - 2 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqkb1r/2p2p1p/1pnp2p1/p2NpP2/P2P1B2/1P1N4/2P1PP1P/R2QKB1R b Kkq - 1 15. What special moves are available? Answer:,castling
Given chess position: rnb1kbr1/pp1p2pp/2p1p3/1QP5/5pnq/3P1P2/PP1KP1PP/RNB2BNR b q - 6 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: rn1q1bn1/3kp2r/2pp1p2/1p4Pp/p5P1/N2PP3/PPP1Q3/R1B2KNR w - - 0 16. Is the move e2d2 legal? Answer:,legal
Given chess position: r1bq2nr/p2k3p/n1pp2pb/1p1p1p2/1P1P1P2/4P1PP/P1P5/R1BQKBNR b KQ - 0 12. What special moves are available? Answer:,"castling, en passant"
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1nbqkbnr/1pp2ppp/3pp3/r7/1p1P4/2N2P2/P1P1P1PP/R1BQKBNR w KQk - 0 6. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnq3nr/1b2k2p/2p1p3/pp3pp1/1P3P1P/2PP4/P2NP1P1/R1BK1BNR b - - 0 14. Is the move g5h4 legal? Answer:,legal
Given chess position: r1Qqk2r/p1pp4/4pn1p/2b3p1/P4p2/2N2P1N/1P1PP1PP/R1nK1B1R w kq - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2bqk1nr/r2pn2p/1p2ppp1/p1p5/7P/2NPP1P1/PPP2QPR/1RB1KBN1 w k - 0 13. Is the move a2a4 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbq1bnr/1p4kp/p1p2p2/3pp1p1/6P1/PPP2P2/1N1PP1BP/RNBQK2R b KQ - 1 11. What special moves are available? Answer:,castling
Given chess position: rnbq1b1r/1pppp1k1/p4ppn/6Pp/1P6/N2P1P1P/P1P1P2R/1RBQKBN1 w - - 1 10. What special moves are available? Answer:,none
Given chess position: rnbk1bnr/5ppp/p3pq2/1ppp4/1P3P2/P1N5/R1PPP1PP/2BQKBNR b K - 1 8. Is the move g8h6 legal? Answer:,legal
Given chess position: r1bq1bnr/p2pk1p1/1pp5/1P2pp2/P1P3p1/2QPPN2/5P1P/RNB1KB1R b KQ - 0 13. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bqkb1r/p1ppp1pp/n4p2/Pp6/3P4/7P/1PPBPPP1/RN1QKBNR w KQkq - 0 7. Is the move d2e3 legal? Answer:,legal
Given chess position: rnq2b2/ppp1pppr/2kp3p/3n1b2/7Q/2P1PPP1/PP1P1N1P/RNB1KB1R b - - 4 13. What special moves are available? Answer:,none
Given chess position: rnbqkbr1/p2ppp1p/8/1pp4n/P1P1PPp1/6PN/1PQP3P/RNB2BKR w q - 5 12. What special moves are available? Answer:,castling
Given chess position: rn1q1bnr/1bpp3p/1p2pk2/p4pp1/1PPP2P1/8/P2BPPBP/RNQ1K1NR w KQ - 0 10. Is the move g1f3 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkb1r/1pp1p1p1/3p1n2/p4p1p/5P2/2N3P1/PPPPP2P/R1BQKBNR w Kkq - 2 7. Is the move d2d3 legal? Answer:,legal
Given chess position: r3k1nr/p2n1p2/2b5/1ppPP1qp/P2P3P/4P3/1P4P1/RNBQKB1R b Qkq - 0 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqkbnr/p1p5/1p1p4/3npPp1/1PP4N/6P1/P2P1PKP/RNBBQR2 b kq - 0 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkbr1/3ppnp1/2p2p1p/pp6/P1P1P3/1PNP3N/R2K1PPP/2BQ1B1R b q - 0 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqk1n1/1p2p2r/3p1p1b/p1p3p1/3P3p/3BN1PN/PPP2P1P/1RBQK2R w - - 2 16. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2bqkbnr/p1ppp1p1/4n2p/1r6/1pP2PP1/NP2p2B/PB1PQ2P/R2K2NR b k - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbn1/1ppp4/5p1r/1P2p1Pp/8/p3P3/P1PPQPPN/RNB1KB1R w KQq - 1 11. What special moves are available? Answer:,castling
Given chess position: rn1k1b2/p2pp1p1/b1r4n/5p1p/1pQ4P/NP1PP1q1/P1P2P2/R1B1KBNR w Q - 1 15. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bqkb1r/1ppppppp/p6B/7n/P7/2KP3N/1Pn1PPPP/RN1Q1B1R b kq - 0 7. What special moves are available? Answer:,"castling, en passant"
Given chess position: rnbqk2r/3p2pp/ppp1p3/5p2/2P2Nn1/b1NPPP2/PP1KQ1PP/R1B2B1R b kq - 0 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rqb1kb1r/p2ppnpp/n3N3/2p3N1/5pP1/8/PPPPPP1P/1RBQKBR1 w kq - 6 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqk1r1/1pp1bpp1/3pp2p/p5P1/Pn1NPP2/2PP3P/1P4B1/RNBQK2R w KQq - 0 12. What special moves are available? Answer:,"castling, en passant"
Given chess position: r2qkbnB/pp2p2r/2npb3/2p2ppp/P5P1/NP1P3B/R1P1PP1P/3QK2R w Kq - 1 14. Is the move e2e3 legal? Answer:,legal
Given chess position: rnbqkb1r/2p1p1pp/7n/pp1p1p2/3PP2P/PQP5/1P3PP1/RNB1KBNR w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: r1bq1bnr/1nppp1pp/pp2k3/4NQ2/3P4/1PN1P1P1/P1P2PBP/1RB2K1R b - - 0 12. What special moves are available? Answer:,none
Given chess position: r1b1kb1r/p1p3pp/1P5n/3pnp2/3Ppq1P/1PNQ4/P3PPP1/R1B1KB1R w KQkq - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbq2nr/ppppk1p1/3b4/4Pp1p/5B1P/1P6/P1P1PPP1/RN1QKBNR w KQ - 1 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/pp1p3p/5pp1/4p3/1p4Pq/2P2N2/PB1PPP1P/RN1QKB1R w KQkq - 2 8. What special moves are available? Answer:,castling
Given chess position: rnbqkb1r/pp1ppp2/5np1/6B1/2p1P1pP/2PP4/PPQ2P1R/RN2KBN1 w Qkq - 0 9. What special moves are available? Answer:,castling
Given chess position: rnbq1bnr/2ppk1pp/p3p3/1p3p2/2P5/1P1PP1PB/P1Q2P1P/RNB1K1NR w KQ - 2 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bq1b1r/1p1kpp2/1pnp1n1B/p6p/2P5/3P1P1p/P1Q1P1PP/RN2KBR1 b Q - 3 13. Is the move c6d4 legal? Answer:,legal
Given chess position: 1n1qkb1r/rbppp1pp/p4pNn/Pp6/2P4P/3P4/1P2PPP1/RNBQKB1R w KQk - 3 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnq1kbnr/p1pppppp/8/1p6/PP5P/3PBb2/2P1PPP1/RN1QKBNR w KQkq - 5 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1rbqkbn1/p1pnppp1/5r2/1p4Bp/P2p4/1PNP3P/2P1PPP1/R1Q1KBNR w KQ - 3 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r2qk1nr/pbpnpp1p/3p2p1/1N6/5bP1/5P1P/PPPPP3/R1BQKBNR w KQkq - 5 8. Is the move e1f2 legal? Answer:,legal
Given chess position: r1b3nr/pppq1kpp/B6B/3ppp2/3PP1Q1/b1P4P/PP3PP1/R3K1NR b KQ - 3 9. What special moves are available? Answer:,castling
Given chess position: rnbqkbnr/pp2p1pp/5p2/1Npp4/2PP3P/1P6/P3PPP1/R1BQKBNR w KQkq - 1 7. Is the move f2f3 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2rqkb1r/ppp1p2p/n5p1/4np2/1P1pP3/1K1PBP1b/P1PNQ1PP/R4BNR w k - 0 11. Is the move g2h3 legal? Answer:,legal
Given chess position: r1bqkb1r/p1ppp1pp/1p5n/2n5/4PP2/N6N/PPPPBP1P/R1BQK2R b KQkq - 3 9. Is the move g7g5 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2b1kb1r/3np2p/1qp5/2Q2p2/p3nPpP/N1PN2PB/PP2P3/R1B1K2R w KQk - 1 16. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2bqkbnr/2p4p/r3p3/pp1p1pp1/P2N4/1P2P2N/1RPP1PPP/2BQKB1R w Kk - 0 10. What special moves are available? Answer:,"castling, en passant"
Given chess position: rn1qkbnr/1bp1ppp1/3p3p/pp6/1P1P1P2/2P5/P3P1PP/RNBQKBNR b KQkq - 0 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1k2r/1p1p1ppp/p1pb4/q3p3/2N3n1/1P1P2P1/P1P1PP1P/R1BQKBNR w KQkq - 7 8. Is the move c4a5 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b2rk1/1ppn1p1p/1P1pp2B/p1bn2p1/q3P3/P1PP1PP1/6BP/RN1QK2R w KQ - 1 14. Is the move f3f4 legal? Answer:,legal
Given chess position: rn1qkb1r/p1pbp1pp/5n2/1p1pBp2/7P/3PR3/PPP1PPP1/RN1QKBN1 b Qkq - 1 7. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bq4/1ppknpbr/p1np2p1/1B2P2p/1P2PP2/6P1/P1P4P/RNBQK1NR w KQ - 1 11. Is the move b5a4 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqkbnr/ppp1pppp/3p4/8/3N2n1/1P1PP1P1/P1P2PBP/RNBQK2R b KQkq - 0 7. Is the move c8f5 legal? Answer:,legal
Given chess position: rn2kbnr/1p2pppp/2pq4/3p1P2/p5P1/1P1P3b/P1P1P1BP/RNBQK1R1 b Qkq - 0 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 1nb1kbnr/r1qppp2/1R4p1/1Pp5/2P2P1p/5KP1/1P1PP2P/1NBQ1BNR w k - 0 10. What special moves are available? Answer:,castling
Given chess position: r1bqkb1r/pp1ppppp/5n2/2pn4/5P2/P1P5/QP1PP1PP/RNB1KBNR b KQkq - 2 6. Is the move a1h8 legal? Answer:,illegal
